Country Name,Region,Income Group,Year,CO2
Lao PDR,East Asia & Pacific,Lower middle income,2000,938.752
Lebanon,Middle East & North Africa,Upper middle income,2000,15247.386
Liberia,Sub-Saharan Africa,Low income,2000,421.705
Libya,Middle East & North Africa,Upper middle income,2000,47113.616
St. Lucia,Latin America & Caribbean,Upper middle income,2000,330.03
Liechtenstein,Europe & Central Asia,High income,2000,
Sri Lanka,South Asia,Upper middle income,2000,10238.264
Lesotho,Sub-Saharan Africa,Lower middle income,2000,1851.835
Lithuania,Europe & Central Asia,High income,2000,12163.439
Luxembourg,Europe & Central Asia,High income,2000,8239.749
Latvia,Europe & Central Asia,High income,2000,6351.244
"Macao SAR, China",East Asia & Pacific,High income,2000,1631.815
St. Martin (French part),Latin America & Caribbean,High income,2000,
Morocco,Middle East & North Africa,Lower middle income,2000,33905.082
Monaco,Europe & Central Asia,High income,2000,
Moldova,Europe & Central Asia,Lower middle income,2000,3512.986
Madagascar,Sub-Saharan Africa,Low income,2000,1873.837
Maldives,South Asia,Upper middle income,2000,451.041
Mexico,Latin America & Caribbean,Upper middle income,2000,398382.88
Marshall Islands,East Asia & Pacific,Upper middle income,2000,77.007
North Macedonia,Europe & Central Asia,Upper middle income,2000,12064.43
Mali,Sub-Saharan Africa,Low income,2000,821.408
Malta,Middle East & North Africa,High income,2000,2064.521
Myanmar,East Asia & Pacific,Lower middle income,2000,10087.917
Montenegro,Europe & Central Asia,Upper middle income,2000,
Mongolia,East Asia & Pacific,Lower middle income,2000,7506.349
Northern Mariana Islands,East Asia & Pacific,High income,2000,
Mozambique,Sub-Saharan Africa,Low income,2000,1349.456
Mauritania,Sub-Saharan Africa,Lower middle income,2000,1173.44
Mauritius,Sub-Saharan Africa,Upper middle income,2000,2691.578
Malawi,Sub-Saharan Africa,Low income,2000,869.079
Malaysia,East Asia & Pacific,Upper middle income,2000,125734.096
Namibia,Sub-Saharan Africa,Upper middle income,2000,1642.816
New Caledonia,East Asia & Pacific,High income,2000,2233.203
Niger,Sub-Saharan Africa,Low income,2000,696.73
Nigeria,Sub-Saharan Africa,Lower middle income,2000,76057.247
Nicaragua,Latin America & Caribbean,Lower middle income,2000,3762.342
Netherlands,Europe & Central Asia,High income,2000,173504.105
Norway,Europe & Central Asia,High income,2000,39673.273
Nepal,South Asia,Low income,2000,3069.279
Nauru,East Asia & Pacific,Upper middle income,2000,84.341
New Zealand,East Asia & Pacific,High income,2000,32980.998
Oman,Middle East & North Africa,High income,2000,21895.657
Pakistan,South Asia,Lower middle income,2000,106449.343
Panama,Latin America & Caribbean,High income,2000,5790.193
Peru,Latin America & Caribbean,Upper middle income,2000,30296.754
Philippines,East Asia & Pacific,Lower middle income,2000,73306.997
Palau,East Asia & Pacific,High income,2000,249.356
Papua New Guinea,East Asia & Pacific,Lower middle income,2000,2665.909
Poland,Europe & Central Asia,High income,2000,299289.539
Puerto Rico,Latin America & Caribbean,High income,2000,
"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2000,69661.999
Portugal,Europe & Central Asia,High income,2000,62731.369
Paraguay,Latin America & Caribbean,Upper middle income,2000,3689.002
West Bank and Gaza,Middle East & North Africa,Lower middle income,2000,792.072
French Polynesia,East Asia & Pacific,High income,2000,568.385
Qatar,Middle East & North Africa,High income,2000,34730.157
Romania,Europe & Central Asia,Upper middle income,2000,90681.243
Russian Federation,Europe & Central Asia,Upper middle income,2000,1557899.281
Rwanda,Sub-Saharan Africa,Low income,2000,528.048
Saudi Arabia,Middle East & North Africa,High income,2000,296935.325
Sudan,Sub-Saharan Africa,Lower middle income,2000,5533.503
Senegal,Sub-Saharan Africa,Lower middle income,2000,3938.358
Singapore,East Asia & Pacific,High income,2000,49005.788
Solomon Islands,East Asia & Pacific,Lower middle income,2000,150.347
Sierra Leone,Sub-Saharan Africa,Low income,2000,425.372
El Salvador,Latin America & Caribbean,Lower middle income,2000,5742.522
San Marino,Europe & Central Asia,High income,2000,
Somalia,Sub-Saharan Africa,Low income,2000,480.377
Serbia,Europe & Central Asia,Upper middle income,2000,
South Sudan,Sub-Saharan Africa,Low income,2000,
São Tomé and Principe,Sub-Saharan Africa,Lower middle income,2000,47.671
Suriname,Latin America & Caribbean,Upper middle income,2000,2196.533
Slovak Republic,Europe & Central Asia,High income,2000,35885.262
Slovenia,Europe & Central Asia,High income,2000,14396.642
Sweden,Europe & Central Asia,High income,2000,49350.486
Eswatini,Sub-Saharan Africa,Lower middle income,2000,1188.108
Sint Maarten (Dutch part),Latin America & Caribbean,High income,2000,
Seychelles,Sub-Saharan Africa,High income,2000,572.052
Syrian Arab Republic,Middle East & North Africa,Low income,2000,51040.973
Turks and Caicos Islands,Latin America & Caribbean,High income,2000,69.673
Chad,Sub-Saharan Africa,Low income,2000,176.016
Togo,Sub-Saharan Africa,Low income,2000,1360.457
Thailand,East Asia & Pacific,Upper middle income,2000,181270.811
Tajikistan,Europe & Central Asia,Low income,2000,2236.87
Turkmenistan,Europe & Central Asia,Upper middle income,2000,37539.079
Timor-Leste,East Asia & Pacific,Lower middle income,2000,
Tonga,East Asia & Pacific,Upper middle income,2000,95.342
Trinidad and Tobago,Latin America & Caribbean,High income,2000,23839.167
Tunisia,Middle East & North Africa,Lower middle income,2000,19922.811
Turkey,Europe & Central Asia,Upper middle income,2000,216151.315
Tuvalu,East Asia & Pacific,Upper middle income,2000,7.334
Tanzania,Sub-Saharan Africa,Low income,2000,2651.241
Uganda,Sub-Saharan Africa,Low income,2000,1430.13
Ukraine,Europe & Central Asia,Lower middle income,2000,320902.837
Uruguay,Latin America & Caribbean,High income,2000,5306.149
United States,North America,High income,2000,5693684.894
Uzbekistan,Europe & Central Asia,Lower middle income,2000,121828.741
St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2000,146.68
"Venezuela, RB",Latin America & Caribbean,Upper middle income,2000,152422.522
British Virgin Islands,Latin America & Caribbean,High income,2000,102.676
Virgin Islands (U.S.),Latin America & Caribbean,High income,2000,
Vietnam,East Asia & Pacific,Lower middle income,2000,53644.543
Vanuatu,East Asia & Pacific,Lower middle income,2000,84.341
Samoa,East Asia & Pacific,Upper middle income,2000,143.013
Kosovo,Europe & Central Asia,Upper middle income,2000,
"Yemen, Rep.",Middle East & North Africa,Low income,2000,14642.331
South Africa,Sub-Saharan Africa,Upper middle income,2000,378665.421
Zambia,Sub-Saharan Africa,Lower middle income,2000,1822.499
Zimbabwe,Sub-Saharan Africa,Lower middle income,2000,13923.599
Aruba,Latin America & Caribbean,High income,2001,2409.219
Afghanistan,South Asia,Low income,2001,817.741
Angola,Sub-Saharan Africa,Lower middle income,2001,9732.218
Albania,Europe & Central Asia,Upper middle income,2001,3223.293
Andorra,Europe & Central Asia,High income,2001,524.381
United Arab Emirates,Middle East & North Africa,High income,2001,101414.552
Argentina,Latin America & Caribbean,Upper middle income,2001,133720.822
Armenia,Europe & Central Asia,Upper middle income,2001,3542.322
American Samoa,East Asia & Pacific,Upper middle income,2001,
Antigua and Barbuda,Latin America & Caribbean,High income,2001,348.365
Australia,East Asia & Pacific,High income,2001,324844.862
Austria,Europe & Central Asia,High income,2001,65888.656
Azerbaijan,Europe & Central Asia,Upper middle income,2001,28771.282
Burundi,Sub-Saharan Africa,Low income,2001,205.352
Belgium,Europe & Central Asia,High income,2001,114527.744
Benin,Sub-Saharan Africa,Low income,2001,1815.165
Burkina Faso,Sub-Saharan Africa,Low income,2001,997.424
Bangladesh,South Asia,Lower middle income,2001,32456.617
Bulgaria,Europe & Central Asia,Upper middle income,2001,46453.556
Bahrain,Middle East & North Africa,High income,2001,13927.266
"Bahamas, The",Latin America & Caribbean,High income,2001,1569.476
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2001,13362.548
Belarus,Europe & Central Asia,Upper middle income,2001,52760.796
Belize,Latin America & Caribbean,Upper middle income,2001,447.374
Bermuda,North America,High income,2001,528.048
Bolivia,Latin America & Caribbean,Lower middle income,2001,8621.117
Brazil,Latin America & Caribbean,Upper middle income,2001,337433.673
Barbados,Latin America & Caribbean,High income,2001,1221.111
Brunei Darussalam,East Asia & Pacific,High income,2001,4506.743
Bhutan,South Asia,Lower middle income,2001,385.035
Botswana,Sub-Saharan Africa,Upper middle income,2001,3850.35
Central African Republic,Sub-Saharan Africa,Low income,2001,245.689
Canada,North America,High income,2001,527926.989
Switzerland,Europe & Central Asia,High income,2001,42944.237
Channel Islands,Europe & Central Asia,High income,2001,
Chile,Latin America & Caribbean,High income,2001,53340.182
China,East Asia & Pacific,Upper middle income,2001,3487566.356
Côte d'Ivoire,Sub-Saharan Africa,Lower middle income,2001,7726.369
Cameroon,Sub-Saharan Africa,Lower middle income,2001,3421.311
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2001,836.076
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2001,766.403
Colombia,Latin America & Caribbean,Upper middle income,2001,56273.782
Comoros,Sub-Saharan Africa,Lower middle income,2001,102.676
Cabo Verde,Sub-Saharan Africa,Lower middle income,2001,234.688
Costa Rica,Latin America & Caribbean,Upper middle income,2001,5760.857
Cuba,Latin America & Caribbean,Upper middle income,2001,25452.647
Curaçao,Latin America & Caribbean,High income,2001,
Cayman Islands,Latin America & Caribbean,High income,2001,469.376
Cyprus,Europe & Central Asia,High income,2001,6846.289
Czech Republic,Europe & Central Asia,High income,2001,123720.913
Germany,Europe & Central Asia,High income,2001,853662.932
Djibouti,Middle East & North Africa,Lower middle income,2001,366.7
Dominica,Latin America & Caribbean,Upper middle income,2001,110.01
Denmark,Europe & Central Asia,High income,2001,52918.477
Dominican Republic,Latin America & Caribbean,Upper middle income,2001,19816.468
Algeria,Middle East & North Africa,Upper middle income,2001,84219.989
Ecuador,Latin America & Caribbean,Upper middle income,2001,23116.768
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2001,125451.737
Eritrea,Sub-Saharan Africa,Low income,2001,630.724
Spain,Europe & Central Asia,High income,2001,297830.073
Estonia,Europe & Central Asia,High income,2001,15570.082
Ethiopia,Sub-Saharan Africa,Low income,2001,4352.729
Finland,Europe & Central Asia,High income,2001,57051.186
Fiji,East Asia & Pacific,Upper middle income,2001,1056.096
France,Europe & Central Asia,High income,2001,377535.985
Faroe Islands,Europe & Central Asia,High income,2001,762.736
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2001,168.682
Gabon,Sub-Saharan Africa,Upper middle income,2001,4800.103
United Kingdom,Europe & Central Asia,High income,2001,545862.286
Georgia,Europe & Central Asia,Upper middle income,2001,3769.676
Ghana,Sub-Saharan Africa,Lower middle income,2001,6919.629
Gibraltar,Europe & Central Asia,High income,2001,344.698
Guinea,Sub-Saharan Africa,Low income,2001,1719.823
"Gambia, The",Sub-Saharan Africa,Low income,2001,253.023
Guinea-Bissau,Sub-Saharan Africa,Low income,2001,150.347
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2001,3094.948
Greece,Europe & Central Asia,High income,2001,93805.527
Grenada,Latin America & Caribbean,Upper middle income,2001,194.351
Greenland,Europe & Central Asia,High income,2001,539.049
Guatemala,Latin America & Caribbean,Upper middle income,2001,10626.966
Guam,East Asia & Pacific,High income,2001,
Guyana,Latin America & Caribbean,Upper middle income,2001,1595.145
"Hong Kong SAR, China",East Asia & Pacific,High income,2001,37957.117
Honduras,Latin America & Caribbean,Lower middle income,2001,5713.186
Croatia,Europe & Central Asia,High income,2001,20395.854
Haiti,Latin America & Caribbean,Low income,2001,1569.476
Hungary,Europe & Central Asia,High income,2001,56977.846
Indonesia,East Asia & Pacific,Lower middle income,2001,294907.474
Isle of Man,Europe & Central Asia,High income,2001,
India,South Asia,Lower middle income,2001,1041152.975
Ireland,Europe & Central Asia,High income,2001,44029.669
"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2001,398437.885
Iraq,Middle East & North Africa,Upper middle income,2001,85342.091
Iceland,Europe & Central Asia,High income,2001,2101.191
Israel,Middle East & North Africa,High income,2001,63596.781
Italy,Europe & Central Asia,High income,2001,450347.937
Jamaica,Latin America & Caribbean,Upper middle income,2001,10615.965
Jordan,Middle East & North Africa,Upper middle income,2001,16002.788
Japan,East Asia & Pacific,High income,2001,1203377.388
Kazakhstan,Europe & Central Asia,Upper middle income,2001,131850.652
Kenya,Sub-Saharan Africa,Lower middle income,2001,9369.185
Kyrgyz Republic,Europe & Central Asia,Lower middle income,2001,3894.354
Cambodia,East Asia & Pacific,Lower middle income,2001,2251.538
Kiribati,East Asia & Pacific,Lower middle income,2001,25.669
St. Kitts and Nevis,Latin America & Caribbean,High income,2001,176.016
"Korea, Rep.",East Asia & Pacific,High income,2001,450193.923
Kuwait,Middle East & North Africa,High income,2001,57641.573
Lao PDR,East Asia & Pacific,Lower middle income,2001,872.746
Lebanon,Middle East & North Africa,Upper middle income,2001,16171.47
Liberia,Sub-Saharan Africa,Low income,2001,491.378
Libya,Middle East & North Africa,Upper middle income,2001,48100.039
St. Lucia,Latin America & Caribbean,Upper middle income,2001,363.033
Liechtenstein,Europe & Central Asia,High income,2001,
Sri Lanka,South Asia,Upper middle income,2001,10443.616
Lesotho,Sub-Saharan Africa,Lower middle income,2001,1877.504
Lithuania,Europe & Central Asia,High income,2001,12885.838
Luxembourg,Europe & Central Asia,High income,2001,8800.8
Latvia,Europe & Central Asia,High income,2001,6985.635
"Macao SAR, China",East Asia & Pacific,High income,2001,1686.82
St. Martin (French part),Latin America & Caribbean,High income,2001,
Morocco,Middle East & North Africa,Lower middle income,2001,37715.095
Monaco,Europe & Central Asia,High income,2001,
Moldova,Europe & Central Asia,Lower middle income,2001,3714.671
Madagascar,Sub-Saharan Africa,Low income,2001,1741.825
Maldives,South Asia,Upper middle income,2001,462.042
Mexico,Latin America & Caribbean,Upper middle income,2001,412977.54
Marshall Islands,East Asia & Pacific,Upper middle income,2001,80.674
North Macedonia,Europe & Central Asia,Upper middle income,2001,11998.424
Mali,Sub-Saharan Africa,Low income,2001,828.742
Malta,Middle East & North Africa,High income,2001,2486.226
Myanmar,East Asia & Pacific,Lower middle income,2001,8723.793
Montenegro,Europe & Central Asia,Upper middle income,2001,
Mongolia,East Asia & Pacific,Lower middle income,2001,7884.05
Northern Mariana Islands,East Asia & Pacific,High income,2001,
Mozambique,Sub-Saharan Africa,Low income,2001,1580.477
Mauritania,Sub-Saharan Africa,Lower middle income,2001,1272.449
Mauritius,Sub-Saharan Africa,Upper middle income,2001,2863.927
Malawi,Sub-Saharan Africa,Low income,2001,865.412
Malaysia,East Asia & Pacific,Upper middle income,2001,135620.328
Namibia,Sub-Saharan Africa,Upper middle income,2001,2016.85
New Caledonia,East Asia & Pacific,High income,2001,1888.505
Niger,Sub-Saharan Africa,Low income,2001,656.393
Nigeria,Sub-Saharan Africa,Lower middle income,2001,85734.46
